car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
Hyundai EON Magna Plus,"60,000 kms",Petrol,Manual,2nd Owner,2014,1462 cc,7 Seats,1.95 Lakh
Maruti Alto LXi BSIII,"80,000 kms",Petrol,Manual,4th Owner,2008,1196 cc,5 Seats,"80,000"
Renault KWID Climber 1.0 AMT,"15,000 kms",Petrol,Automatic,1st Owner,2019,1396 cc,5 Seats,3 Lakh
Hyundai Xcent 1.2 VTVT S,"90,000 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats,4.65 Lakh
Hyundai Creta E Diesel,"56,040 kms",Diesel,Manual,1st Owner,2020,1086 cc,5 Seats,10.85 Lakh
Maruti Ertiga VXI,"69,305 kms",Petrol,Manual,1st Owner,2021,1248 cc,7 Seats,8.49 Lakh
Ford Figo Petrol Titanium,"66,974 kms",Petrol,Manual,3rd Owner,2014,1396 cc,5 Seats,2.35 Lakh
Tata Indigo LX BSIV,"2,27,904 kms",Diesel,Manual,1st Owner,2014,796 cc,7 Seats,1.40 Lakh
Mahindra Scorpio S11,"40,670 kms",Diesel,Manual,1st Owner,2021,2179 cc,5 Seats,17.11 Lakh
Hyundai Santro Magna,"17,535 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats,4.36 Lakh
Maruti SX4 S Cross Zeta DDiS 200 SH,"80,243 kms",Diesel,Manual,2nd Owner,2018,2982 cc,5 Seats,7.50 Lakh
Tata Indigo VX BSIV,"61,549 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats,2.02 Lakh
Maruti Alto 800 LXI,"89,345 kms",Petrol,Manual,2nd Owner,2014,1198 cc,5 Seats,1.70 Lakh
Mahindra Scorpio S9 BSIV,"95,790 kms",Diesel,Manual,1st Owner,2019,1799 cc,8 Seats,13.03 Lakh
Maruti Swift VDI BSIV,"77,173 kms",Diesel,Manual,1st Owner,2015,1198 cc,5 Seats,4.25 Lakh
Toyota Fortuner 4x4 MT,"1,69,917 kms",Diesel,Manual,2nd Owner,2013,1086 cc,5 Seats,11.75 Lakh
Honda Brio VX,"46,224 kms",Petrol,Manual,1st Owner,2015,2494 cc,5 Seats,3.37 Lakh
Nissan Micra Active XV,"23,947 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,3.96 Lakh
Honda Civic 1.8 V MT,"50,546 kms",Petrol,Manual,2nd Owner,2008,1172 cc,5 Seats,1.80 Lakh
Honda Amaze S i-Vtech,"61,229 kms",Petrol,Manual,1st Owner,2015,999 cc,5 Seats,3.20 Lakh
Hyundai i10 Magna LPG,"85,122 kms",Lpg,Manual,3rd Owner,2011,1120 cc,5 Seats,1.76 Lakh
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,"46,286 kms",Diesel,Manual,1st Owner,2014,814 cc,5 Seats,7.18 Lakh
Maruti Baleno Sigma,"8,110 kms",Petrol,Manual,1st Owner,2020,1086 cc,5 Seats,5.87 Lakh
Fiat Grande Punto EVO 1.2 Active,"64,712 kms",Petrol,Manual,2nd Owner,2015,998 cc,5 Seats,2.18 Lakh
Renault KWID Climber 1.0 AMT,"52,698 kms",Petrol,Automatic,1st Owner,2017,799 cc,5 Seats,2.97 Lakh
Hyundai Grand i10 CRDi Sportz,"1,20,797 kms",Diesel,Manual,2nd Owner,2016,1462 cc,5 Seats,2.90 Lakh
Hyundai EON Era Plus Option,"39,109 kms",Petrol,Manual,1st Owner,2017,796 cc,7 Seats,2.68 Lakh
Hyundai i10 Era 1.1,"21,046 kms",Petrol,Manual,1st Owner,2009,1364 cc,5 Seats,1.49 Lakh
Maruti Wagon R VXI BS IV,"34,794 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats,2.63 Lakh
Renault KWID RXT Optional,"33,614 kms",Petrol,Manual,1st Owner,2018,2179 cc,7 Seats,3.05 Lakh
Maruti Ciaz Zeta,"9,630 kms",Petrol,Manual,1st Owner,2022,1248 cc,5 Seats,9.50 Lakh
Maruti Alto LXi,"72,153 kms",Petrol,Manual,3rd Owner,2011,1956 cc,5 Seats,1.10 Lakh
Toyota Platinum Etios 1.4 GD,"78,172 kms",Diesel,Manual,1st Owner,2019,1462 cc,5 Seats,5.65 Lakh
Honda City i-DTEC V,"64,313 kms",Diesel,Manual,1st Owner,2018,1364 cc,5 Seats,7.92 Lakh
Mahindra XUV500 W11 BSIV,"74,787 kms",Diesel,Manual,1st Owner,2020,1248 cc,5 Seats,15.62 Lakh
Maruti Swift Dzire ZDI Plus,"92,045 kms",Diesel,Manual,1st Owner,2019,998 cc,5 Seats,6.71 Lakh
Jeep Compass 2.0 Limited,"48,259 kms",Diesel,Manual,3rd Owner,2018,814 cc,4 Seats,12.03 Lakh
Maruti Ertiga VXI Petrol,"21,197 kms",Petrol,Manual,1st Owner,2019,1497 cc,7 Seats,7.41 Lakh
Toyota Etios VD,"13,814 kms",Diesel,Manual,1st Owner,2012,1451 cc,5 Seats,3.40 Lakh
Maruti Baleno 1.3 Delta,"85,890 kms",Diesel,Manual,1st Owner,2015,624 cc,5 Seats,4.54 Lakh
Maruti Wagon R LXI BS IV,"1,01,935 kms",Petrol,Manual,1st Owner,2010,999 cc,5 Seats,1.33 Lakh
Hyundai EON Era Plus,"26,012 kms",Petrol,Manual,1st Owner,2018,1497 cc,7 Seats,2.83 Lakh
Honda City V MT,"1,17,699 kms",Petrol,Manual,2nd Owner,2012,1197 cc,7 Seats,3.13 Lakh
MG Hector Hybrid Sharp MT,"31,437 kms",Petrol,Manual,2nd Owner,2021,999 cc,7 Seats,18.07 Lakh
Tata Nano Twist XTA,"14,458 kms",Petrol,Automatic,1st Owner,2015,2494 cc,5 Seats,1.44 Lakh
Renault Triber RXL BSIV,"55,744 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats,5.02 Lakh
Honda City i VTEC SV,"10,411 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats,5.45 Lakh
Maruti Swift Dzire VXI 1.2,"43,627 kms",Petrol,Manual,1st Owner,2019,1197 cc,7 Seats,6.11 Lakh
Renault KWID 1.0 RXT Optional AT 2016-2019,"31,306 kms",Petrol,Automatic,1st Owner,2017,1995 cc,5 Seats,2.35 Lakh
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,"3,08,768 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,6.53 Lakh
Mahindra XUV500 W7 AT BSIV,"55,209 kms",Diesel,Automatic,1st Owner,2018,1462 cc,5 Seats,12.35 Lakh
Datsun GO Plus T BSIV,"18,732 kms",Petrol,Manual,1st Owner,2017,1198 cc,5 Seats,3.04 Lakh
Hyundai Grand i10 Nios Sportz CNG,"30,273 kms",Cng,Manual,1st Owner,2021,1197 cc,5 Seats,7.41 Lakh
BMW X4 M Sport X xDrive20d,"29,000 kms",Diesel,Automatic,1st Owner,2019,1591 cc,5 Seats,56.50 Lakh
Hyundai Grand i10 1.2 Kappa Sportz BSIV,"47,841 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,4.62 Lakh
Maruti Ertiga VXI,"3,707 kms",Petrol,Manual,1st Owner,2020,999 cc,5 Seats,8.49 Lakh
Honda Amaze S i-Vtech,"1,04,596 kms",Petrol,Manual,1st Owner,2016,1248 cc,7 Seats,3.79 Lakh
Hyundai i10 Sportz,"60,162 kms",Petrol,Manual,1st Owner,2013,799 cc,5 Seats,2.63 Lakh
Hyundai Creta 1.6 Gamma SX Plus,"72,434 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats,7.80 Lakh
Maruti Swift VDI,"96,906 kms",Diesel,Manual,3rd Owner,2012,2755 cc,5 Seats,2.70 Lakh
Renault KWID 1.0 RXT AMT Opt,"4,603 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats,4.45 Lakh
Maruti Swift VDI BSIV,"63,740 kms",Diesel,Manual,2nd Owner,2014,1396 cc,5 Seats,3.70 Lakh
Renault KWID RXT,"53,827 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,2.49 Lakh
Kia Sonet HTX Turbo iMT,"13,997 kms",Petrol,Manual,1st Owner,2021,1299 cc,7 Seats,10.37 Lakh
Toyota Fortuner 2.8 2WD MT BSIV,"1,20,949 kms",Diesel,Manual,2nd Owner,2017,1248 cc,5 Seats,19.80 Lakh
Honda City i VTEC V,"42,189 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,6.44 Lakh
Hyundai i20 1.4 CRDi Sportz,"34,341 kms",Diesel,Manual,1st Owner,2012,1493 cc,6 Seats,2.83 Lakh
Hyundai Grand i10 Nios Sportz,"18,881 kms",Petrol,Manual,1st Owner,2020,993 cc,5 Seats,6.59 Lakh
Ford Ikon 1.3 CLXi,"1,27,335 kms",Petrol,Manual,2nd Owner,2009,1248 cc,5 Seats,"72,494"
Maruti Vitara Brezza VDi,"26,201 kms",Diesel,Manual,1st Owner,2019,1462 cc,7 Seats,7.50 Lakh
Hyundai i10 Sportz 1.1L,"1,07,263 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats,2.48 Lakh
Mahindra Bolero Power Plus SLX,"58,245 kms",Diesel,Manual,1st Owner,2017,1499 cc,7 Seats,6.13 Lakh
Maruti Zen LXI,"1,42,740 kms",Petrol,Manual,2nd Owner,2006,2755 cc,5 Seats,"50,718"
Maruti Swift VDI BSIV,"51,755 kms",Diesel,Manual,1st Owner,2015,1193 cc,7 Seats,4.25 Lakh
Maruti XL6 Zeta,"84,284 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats,9.54 Lakh
Maruti Wagon R LXI BS IV,"94,087 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats,2.76 Lakh
Ford Fiesta Petrol Titanium,"56,292 kms",Petrol,Manual,1st Owner,2011,2393 cc,5 Seats,2.78 Lakh
Toyota Fortuner 2.8 2WD MT,"91,604 kms",Diesel,Manual,2nd Owner,2020,2179 cc,5 Seats,29.32 Lakh
Tata Zest Revotron 1.2 XT,"56,290 kms",Petrol,Manual,1st Owner,2015,1248 cc,5 Seats,2.66 Lakh
Mahindra XUV500 W8 2WD,"41,086 kms",Diesel,Manual,4th Owner,2015,1364 cc,7 Seats,6.01 Lakh
Maruti Alto K10 VXI,"38,137 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,2.60 Lakh
Toyota Innova Crysta 2.4 GX 7 STR AT,"11,724 kms",Diesel,Automatic,1st Owner,2022,1120 cc,5 Seats,22.16 Lakh
Tata Safari Storme LX,"1,11,023 kms",Diesel,Manual,4th Owner,2016,2198 cc,5 Seats,5.29 Lakh
Chevrolet Sail Hatchback LS ABS,"63,936 kms",Diesel,Manual,1st Owner,2013,1461 cc,5 Seats,2.54 Lakh
Toyota Etios GD,"2,29,289 kms",Diesel,Manual,1st Owner,2013,1497 cc,5 Seats,2.96 Lakh
Hyundai i20 1.2 Asta,"21,292 kms",Petrol,Manual,1st Owner,2017,1396 cc,5 Seats,5.63 Lakh
Hyundai Grand i10 CRDi Magna,"99,561 kms",Diesel,Manual,1st Owner,2016,1193 cc,5 Seats,3.48 Lakh
Ford Endeavour 2.2 Trend AT 4X2,"1,03,066 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats,13.38 Lakh
Renault Duster 110PS Diesel RxL,"1,02,141 kms",Diesel,Manual,2nd Owner,2014,1498 cc,5 Seats,3.62 Lakh
Ford Ecosport 1.5 Petrol Titanium BSIV,"49,320 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats,6.35 Lakh
Tata Indigo LX BSIV,"43,239 kms",Diesel,Manual,1st Owner,2015,1497 cc,5 Seats,1.72 Lakh
Tata Indigo Emax CNG GLS,"1,12,051 kms",Cng,Manual,1st Owner,2017,1199 cc,5 Seats,2.47 Lakh
Maruti Celerio ZXI AMT BSIV,"7,999 kms",Petrol,Automatic,2nd Owner,2017,5461 cc,4 Seats,3.46 Lakh
Ford Ecosport 1.5 DV5 MT Trend,"86,269 kms",Diesel,Manual,1st Owner,2013,1197 cc,5 Seats,3.81 Lakh
Maruti Alto LXi BSIII,"15,166 kms",Petrol,Manual,1st Owner,2010,3996 cc,5 Seats,1.20 Lakh
Tata Tigor EV XM,"25,882 kms",Electric,Automatic,1st Owner,2019,1582 cc,5 Seats,6.31 Lakh
Honda City 1.5 S AT,"57,209 kms",Petrol,Automatic,1st Owner,2009,1950 cc,5 Seats,2.69 Lakh
Volkswagen CrossPolo 1.2 TDI,"94,848 kms",Diesel,Manual,3rd Owner,2013,1061 cc,5 Seats,3.38 Lakh
Mercedes-Benz G G63 AMG,"47,000 kms",Petrol,Automatic,2nd Owner,2017,1950 cc,5 Seats,1.52 Crore
Hyundai Xcent 1.2 VTVT S,"9,669 kms",Petrol,Manual,1st Owner,2018,1956 cc,5 Seats,4.79 Lakh
Porsche Panamera GTS,"10,000 kms",Petrol,Automatic,1st Owner,2019,1061 cc,5 Seats,1.75 Crore
Hyundai Verna 1.6 SX,"1,11,246 kms",Diesel,Manual,3rd Owner,2014,1991 cc,5 Seats,4.11 Lakh
Mercedes-Benz E-Class Exclusive E 220 d BSIV,"44,000 kms",Diesel,Automatic,1st Owner,2017,1396 cc,7 Seats,44 Lakh
Maruti Wagon R VXI Minor,"55,118 kms",Petrol,Manual,1st Owner,2010,1197 cc,5 Seats,1.43 Lakh
Mercedes-Benz E-Class Exclusive E 220 d BSIV,"39,000 kms",Diesel,Automatic,1st Owner,2017,2393 cc,5 Seats,43.50 Lakh
Tata Harrier XT plus Dark Edition,"1,28,924 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats,11.91 Lakh
Maruti Wagon R LX Minor,"55,842 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats,1.06 Lakh
Mercedes-Benz GLC 200,"32,000 kms",Petrol,Automatic,1st Owner,2020,1582 cc,5 Seats,56.50 Lakh
Hyundai i20 1.4 CRDi Asta,"96,732 kms",Diesel,Manual,1st Owner,2012,1493 cc,5 Seats,2.85 Lakh
Hyundai Grand i10 Asta,"38,370 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats,3.33 Lakh
Toyota Innova Crysta 2.4 G MT BSIV,"1,26,401 kms",Diesel,Manual,2nd Owner,2017,998 cc,5 Seats,9.06 Lakh
Hyundai i20 Active 1.2 S,"44,357 kms",Petrol,Manual,2nd Owner,2017,1197 cc,7 Seats,5.14 Lakh
Maruti Wagon R LXI BS IV,"60,545 kms",Petrol,Manual,1st Owner,2013,1120 cc,5 Seats,2.23 Lakh
Hyundai Verna 1.6 SX,"1,32,004 kms",Diesel,Manual,3rd Owner,2012,2179 cc,5 Seats,3.17 Lakh
Kia Seltos HTK Plus D,"7,000 kms",Diesel,Manual,1st Owner,2021,1248 cc,8 Seats,13.25 Lakh
Maruti Vitara Brezza ZDi,"36,096 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats,8.05 Lakh
Maruti Wagon R VXI,"9,264 kms",Petrol,Manual,1st Owner,2021,2494 cc,5 Seats,5.23 Lakh
Hyundai Grand i10 Asta Option,"1,12,870 kms",Petrol,Manual,1st Owner,2013,1198 cc,8 Seats,2.58 Lakh
Hyundai Xcent 1.1 CRDi S,"56,522 kms",Diesel,Manual,2nd Owner,2014,998 cc,5 Seats,2.97 Lakh
Mahindra Scorpio S11 BSIV,"74,206 kms",Diesel,Manual,1st Owner,2018,2393 cc,5 Seats,12.51 Lakh
Maruti Swift Dzire VDI,"70,000 kms",Diesel,Manual,1st Owner,2018,1047 cc,5 Seats,6.65 Lakh
Hyundai i20 1.2 Asta Option,"50,924 kms",Petrol,Manual,2nd Owner,2018,1197 cc,5 Seats,5.63 Lakh
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,"55,681 kms",Diesel,Manual,1st Owner,2015,998 cc,5 Seats,7.74 Lakh
Tata Nexon 1.2 Revotron XM,"13,308 kms",Petrol,Manual,1st Owner,2019,998 cc,7 Seats,6.46 Lakh
Maruti Zen Estilo LXI BS IV,"27,420 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats,1.67 Lakh
Toyota Innova Crysta 2.4 VX MT 8S BSIV,"1,43,696 kms",Diesel,Manual,1st Owner,2018,1999 cc,4 Seats,15.05 Lakh
Tata Tiago 1.05 Revotorq XT,"1,17,792 kms",Diesel,Manual,1st Owner,2017,2995 cc,6 Seats,3.74 Lakh
Maruti Swift Dzire AMT VXI,"47,131 kms",Petrol,Automatic,1st Owner,2017,1991 cc,5 Seats,5.19 Lakh
Maruti Wagon R LXI CNG,"1,04,155 kms",Cng,Manual,1st Owner,2012,1950 cc,8 Seats,1.95 Lakh
Maruti A-Star Lxi,"54,573 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats,1.60 Lakh
Maruti Baleno 1.3 Zeta,"84,143 kms",Diesel,Manual,3rd Owner,2019,2494 cc,7 Seats,5.88 Lakh
Land Rover Discovery Sport TD4 HSE Luxury,"46,000 kms",Diesel,Automatic,1st Owner,2019,1199 cc,5 Seats,48 Lakh
Audi Q8 55 TFSI Quattro,"28,000 kms",Petrol,Automatic,1st Owner,2021,4134 cc,5 Seats,1.02 Crore
Mercedes-Benz C-Class C300 Cabriolet,"30,000 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats,68 Lakh
Mercedes-Benz V-Class Exclusive,"47,000 kms",Diesel,Automatic,2nd Owner,2019,1197 cc,5 Seats,59 Lakh
Ford Ecosport Titanium Diesel,"46,029 kms",Diesel,Manual,1st Owner,2021,1396 cc,7 Seats,7.35 Lakh
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,"2,05,479 kms",Diesel,Manual,2nd Owner,2016,1248 cc,5 Seats,7.80 Lakh
Tata Nexon XMA AMT S,"39,353 kms",Petrol,Automatic,1st Owner,2020,2755 cc,7 Seats,9.99 Lakh
Audi Q7 4.2 TDI quattro,"80,087 kms",Diesel,Automatic,3rd Owner,2011,1950 cc,5 Seats,17.26 Lakh
Kia Sonet HTX Turbo iMT,"14,067 kms",Petrol,Manual,1st Owner,2021,1462 cc,5 Seats,10.62 Lakh
Maruti Baleno Delta,"13,341 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,6.69 Lakh
Hyundai i20 Active 1.4 SX,"59,326 kms",Diesel,Manual,2nd Owner,2017,1798 cc,5 Seats,5.74 Lakh
Maruti Swift VDI BSIV,"71,093 kms",Diesel,Manual,1st Owner,2014,1197 cc,5 Seats,3.51 Lakh
Toyota Fortuner 2.8 4WD AT BSIV,"94,000 kms",Diesel,Automatic,1st Owner,2018,796 cc,7 Seats,32 Lakh
Mercedes-Benz E-Class Exclusive E 220d,"13,000 kms",Diesel,Automatic,1st Owner,2021,1956 cc,5 Seats,74.75 Lakh
Maruti Ertiga ZXI Plus,"29,267 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats,9.46 Lakh
Maruti Swift Dzire AMT VXI,"9,695 kms",Petrol,Automatic,1st Owner,2019,1199 cc,5 Seats,7.16 Lakh
Toyota Corolla Altis G MT,"49,470 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats,8.83 Lakh
Volkswagen Vento 1.2 TSI Highline AT,"27,334 kms",Petrol,Automatic,1st Owner,2016,1186 cc,5 Seats,7.31 Lakh
Maruti Alto 800 LXI,"35,275 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats,2.68 Lakh
Jeep Compass 2.0 Limited Plus AT,"32,365 kms",Diesel,Automatic,1st Owner,2020,1497 cc,5 Seats,22.13 Lakh
Tata Hexa XT,"57,366 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats,10.21 Lakh
Tata Altroz XZ,"30,972 kms",Petrol,Manual,1st Owner,2020,1956 cc,7 Seats,7.30 Lakh
Jeep Compass 2.0 Sport,"63,641 kms",Diesel,Manual,2nd Owner,2018,1248 cc,7 Seats,11.78 Lakh
Hyundai Grand i10 1.2 CRDi Sportz,"36,171 kms",Diesel,Manual,1st Owner,2018,2179 cc,6 Seats,5.20 Lakh
Honda City i-VTEC CVT ZX,"33,851 kms",Petrol,Automatic,1st Owner,2017,1373 cc,5 Seats,9.50 Lakh
Honda City i VTEC V,"73,414 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats,6.08 Lakh
Tata Tiago 1.2 Revotron XZ,"65,938 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats,4.31 Lakh
MG Hector Sharp Diesel MT,"27,122 kms",Diesel,Manual,1st Owner,2020,1461 cc,7 Seats,17.30 Lakh
Maruti Baleno 1.3 Zeta,"73,994 kms",Diesel,Manual,2nd Owner,2017,1497 cc,5 Seats,5.55 Lakh
Tata Safari Storme VX Varicor 400,"65,779 kms",Diesel,Manual,1st Owner,2016,1493 cc,5 Seats,7.69 Lakh
Maruti Ertiga BSIV ZXI,"51,239 kms",Petrol,Manual,1st Owner,2018,1396 cc,5 Seats,7.86 Lakh
Mahindra KUV 100 mFALCON G80 K4,"70,222 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,3.66 Lakh
Maruti Alto 800 VXI,"3,415 kms",Petrol,Manual,1st Owner,2021,1086 cc,7 Seats,4.12 Lakh
Nissan Terrano XL Plus 85 PS,"1,10,000 kms",Diesel,Manual,1st Owner,2014,1199 cc,5 Seats,4.20 Lakh
Honda City 1.5 S AT,"80,000 kms",Petrol,Automatic,3rd Owner,2008,2179 cc,5 Seats,2 Lakh
Mahindra Bolero Power Plus ZLX,"1,50,000 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats,6 Lakh
Hyundai i20 Asta 1.4 CRDi,"97,000 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats,5.40 Lakh
Hyundai i10 Era,"80,000 kms",Petrol,Manual,3rd Owner,2009,2967 cc,7 Seats,2.25 Lakh
Hyundai i10 Era,"25,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats,1.80 Lakh
Volkswagen Polo Diesel Highline 1.2L,"60,000 kms",Diesel,Manual,2nd Owner,2012,2494 cc,4 Seats,2.70 Lakh
Tata New Safari Dicor EX 4X2 BS IV,"80,000 kms",Diesel,Manual,1st Owner,2013,1396 cc,5 Seats,3.25 Lakh
Chevrolet Beat LS,"1,00,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,5 Seats,1.95 Lakh
Maruti Swift Dzire VDI Optional,"30,000 kms",Diesel,Manual,1st Owner,2015,2993 cc,5 Seats,4.60 Lakh
Porsche Cayenne Diesel,"1,20,000 kms",Diesel,Automatic,2nd Owner,2011,1248 cc,5 Seats,22 Lakh
Maruti Swift VXI,"1,10,000 kms",Petrol,Manual,4th Owner,2011,1197 cc,5 Seats,2.10 Lakh
Toyota Innova 2.5 VX (Diesel) 7 Seater,"1,20,000 kms",Diesel,Manual,3rd Owner,2013,1461 cc,5 Seats,5.50 Lakh
Tata Indica eV2 LS,"1,10,000 kms",Diesel,Manual,1st Owner,2016,998 cc,4 Seats,1.13 Lakh
Maruti 800 Std,"80,000 kms",Petrol,Manual,2nd Owner,1999,1997 cc,5 Seats,"35,000"
BMW X5 xDrive 30d Design Pure Experience 5 Seater,"1,50,000 kms",Diesel,Automatic,1st Owner,2014,1997 cc,5 Seats,20 Lakh
Maruti Swift Dzire VDI,"80,000 kms",Diesel,Manual,3rd Owner,2016,1248 cc,5 Seats,5.60 Lakh
Hyundai Xcent 1.2 VTVT E,"10,000 kms",Petrol,Manual,1st Owner,2019,1582 cc,5 Seats,3.94 Lakh
Renault Duster 110PS Diesel RxL,"1,20,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,4 Lakh
Maruti Wagon R VXI,"5,000 kms",Petrol,Manual,1st Owner,2022,1248 cc,5 Seats,5.60 Lakh
BMW 5 Series 520i,"90,000 kms",Petrol,Automatic,2nd Owner,2012,1086 cc,5 Seats,9 Lakh
Mahindra Thar LX 4-Str Hard Top AT,"20,000 kms",Petrol,Automatic,1st Owner,2020,1462 cc,5 Seats,13.75 Lakh
Maruti Swift VDI BSIV W ABS,"1,00,000 kms",Diesel,Manual,3rd Owner,2010,1086 cc,7 Seats,2.35 Lakh
Hyundai Verna 1.6 SX,"1,20,000 kms",Diesel,Manual,1st Owner,2013,2179 cc,5 Seats,3.65 Lakh
Honda City 1.5 GXI,"90,000 kms",Petrol,Manual,4th Owner,2005,1193 cc,5 Seats,1.30 Lakh
Maruti Swift VXI,"50,000 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats,5.50 Lakh
Maruti Ritz VDi,"90,000 kms",Diesel,Manual,2nd Owner,2014,1998 cc,5 Seats,3 Lakh
Hyundai Santro Magna,"3,700 kms",Petrol,Manual,1st Owner,2021,1582 cc,5 Seats,4 Lakh
Maruti Ciaz Zeta,"15,000 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,9 Lakh
Hyundai Santro Era,"20,000 kms",Petrol,Manual,1st Owner,2019,1798 cc,5 Seats,4.25 Lakh
Mahindra XUV500 W8 FWD,"1,20,000 kms",Diesel,Manual,1st Owner,2013,1248 cc,5 Seats,6.30 Lakh
Tata Zest Revotron 1.2T XM,"60,000 kms",Petrol,Manual,1st Owner,2016,1399 cc,7 Seats,3.40 Lakh
Honda City 1.5 S MT,"60,000 kms",Petrol,Manual,3rd Owner,2011,2982 cc,7 Seats,2.55 Lakh
Chevrolet Cruze LTZ,"40,000 kms",Diesel,Manual,2nd Owner,2016,2179 cc,5 Seats,4.80 Lakh
Hyundai Verna 1.6 CRDI,"1,10,000 kms",Diesel,Manual,3rd Owner,2011,998 cc,5 Seats,2.90 Lakh
Hyundai i10 Sportz,"70,000 kms",Petrol,Manual,4th Owner,2011,1298 cc,5 Seats,2.10 Lakh
Skoda Superb 1.8 TSI MT,"1,10,000 kms",Petrol,Manual,1st Owner,2011,796 cc,5 Seats,3 Lakh
Maruti Swift VDI BSIV,"70,000 kms",Diesel,Manual,2nd Owner,2010,1497 cc,5 Seats,1.90 Lakh
Ford Figo Diesel EXI,"80,000 kms",Diesel,Manual,2nd Owner,2011,1896 cc,7 Seats,1 Lakh
Toyota Fortuner 4x2 Manual,"1,10,000 kms",Diesel,Manual,3rd Owner,2015,2179 cc,5 Seats,12.70 Lakh
Mahindra XUV500 W8 AWD,"60,000 kms",Diesel,Manual,1st Owner,2013,1498 cc,7 Seats,7 Lakh
Maruti Alto K10 VXI,"70,000 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats,2.85 Lakh
Maruti Esteem Vxi,"1,20,000 kms",Petrol,Manual,2nd Owner,2007,1591 cc,5 Seats,"80,000"
Maruti Alto LX,"15,000 kms",Petrol,Manual,1st Owner,2005,1461 cc,5 Seats,"98,900"
Honda City 1.5 S Inspire,"1,10,000 kms",Petrol,Manual,2nd Owner,2009,796 cc,7 Seats,2.13 Lakh
Skoda New Laura Ambiente 1.9 PD,"1,20,000 kms",Diesel,Manual,2nd Owner,2007,2179 cc,5 Seats,1.50 Lakh
Tata Hexa XTA,"80,000 kms",Diesel,Automatic,2nd Owner,2018,1198 cc,5 Seats,10.80 Lakh
Volkswagen Ameo 1.5 TDI Highline Plus 16,"50,000 kms",Diesel,Manual,2nd Owner,2018,1498 cc,2 Seats,5.35 Lakh
Tata New Safari XZ Plus,"35,000 kms",Diesel,Manual,1st Owner,2021,2523 cc,5 Seats,20.65 Lakh
Hyundai Verna VTVT 1.6 SX Option,"60,000 kms",Petrol,Manual,1st Owner,2019,796 cc,5 Seats,8.75 Lakh
Nissan Micra Diesel XV,"1,10,000 kms",Diesel,Manual,2nd Owner,2013,2499 cc,5 Seats,2.66 Lakh
Maruti Alto LX,"1,35,000 kms",Petrol,Manual,4th Owner,2009,1248 cc,7 Seats,1.25 Lakh
